0,0,1
0.0054146,-0.0057184,0.99997
0.010295,-0.01171,0.99988
0.014911,-0.017838,0.99973
0.019508,-0.023975,0.99952
0.02425,-0.030038,0.99925
0.029204,-0.035992,0.99893
0.034353,-0.041847,0.99853
0.03962,-0.047641,0.99808
0.044892,-0.053432,0.99756
0.050048,-0.059283,0.99699
0.054969,-0.065254,0.99635
0.059556,-0.071396,0.99567
0.063735,-0.077748,0.99493
0.067457,-0.084333,0.99415
0.0707,-0.091165,0.99332
0.073462,-0.098242,0.99245
0.075765,-0.10555,0.99152
0.077644,-0.11308,0.99055
0.079148,-0.12081,0.98952
0.080337,-0.12869,0.98843
0.08128,-0.1367,0.98727
0.08205,-0.1448,0.98605
0.082727,-0.15294,0.98477
0.083391,-0.16109,0.98341
0.084123,-0.16921,0.98198
0.085001,-0.17725,0.98049
0.086098,-0.18518,0.97893
0.087478,-0.19297,0.9773
0.089193,-0.20058,0.97561
0.091282,-0.208,0.97386
0.093766,-0.21522,0.97205
0.096648,-0.22224,0.97019
0.099916,-0.22906,0.96827
0.10354,-0.2357,0.9663
0.10746,-0.24218,0.96426
0.11162,-0.24854,0.96217
0.11594,-0.25482,0.96001
0.12034,-0.26105,0.95779
0.12475,-0.26729,0.95551
0.12907,-0.27356,0.95315
0.13325,-0.27992,0.95073
0.13722,-0.28638,0.94824
0.14094,-0.29296,0.94568
0.1444,-0.29968,0.94305
0.14761,-0.30653,0.94035
0.15059,-0.3135,0.93757
0.1534,-0.32055,0.93473
0.15611,-0.32765,0.93181
0.15882,-0.33476,0.92882
0.16161,-0.34182,0.92577
0.16461,-0.34878,0.92264
0.16788,-0.35559,0.91944
0.17152,-0.36222,0.91618
0.17558,-0.36863,0.91284
0.18007,-0.37482,0.90944
0.18497,-0.3808,0.90597
0.19023,-0.3866,0.90241
0.19574,-0.39227,0.89878
0.20136,-0.39788,0.89506
0.20694,-0.40352,0.89126
0.21229,-0.40927,0.88737
0.21724,-0.41523,0.8834
0.22165,-0.42146,0.87934
0.22541,-0.42803,0.87521
0.22849,-0.43494,0.87099
0.23096,-0.44217,0.86669
0.23303,-0.4496,0.8623
0.23509,-0.45704,0.85782
0.23778,-0.46415,0.85324
0.24829,-0.45549,0.85492
0.2537,-0.44345,0.85964
0.256,-0.42935,0.8661
0.25664,-0.41415,0.87328
0.25671,-0.39857,0.88048
0.25702,-0.38314,0.88721
0.25813,-0.36826,0.89317
0.26047,-0.35418,0.89817
0.26426,-0.34106,0.90213
0.26962,-0.32899,0.90503
0.27653,-0.31794,0.90689
0.28488,-0.30785,0.90779
0.29447,-0.29857,0.90782
0.30503,-0.28995,0.90713
0.31628,-0.28178,0.90585
0.32791,-0.27385,0.90415
0.3396,-0.26597,0.90218
0.35108,-0.25795,0.90011
0.36212,-0.24964,0.89808
0.37254,-0.24092,0.8962
0.38223,-0.23171,0.89455
0.39112,-0.22197,0.89317
0.39924,-0.21172,0.89207
0.40662,-0.20099,0.89121
0.41339,-0.18985,0.89054
0.41968,-0.17839,0.88997
0.42563,-0.1667,0.88941
0.43141,-0.15491,0.88875
0.43719,-0.14311,0.88791
0.44309,-0.13139,0.8868
0.44923,-0.11984,0.88534
0.45571,-0.10851,0.88349
0.46257,-0.097427,0.88121
0.46984,-0.086614,0.87849
0.47749,-0.076056,0.87534
0.48548,-0.065723,0.87177
0.49374,-0.055568,0.86783
0.50217,-0.045528,0.86357
0.51067,-0.035535,0.85904
0.51913,-0.025514,0.85431
0.52744,-0.015393,0.84945
0.5355,-0.0051042,0.84452
0.54321,0.0054092,0.83958
0.55052,0.016191,0.83466
0.55739,0.027267,0.8298
0.5638,0.038646,0.825
0.56978,0.050314,0.82026
0.57537,0.062236,0.81552
0.58066,0.074357,0.81075
0.58576,0.086603,0.80585
0.5908,0.098886,0.80073
0.59595,0.11111,0.7953
0.60135,0.12315,0.78944
0.60716,0.13493,0.78304
0.61352,0.14634,0.776
0.62056,0.1573,0.76822
0.62833,0.16778,0.75964
0.63685,0.17776,0.75021
0.64606,0.18729,0.73995
0.65581,0.19645,0.72891
0.66589,0.2054,0.71722
0.67597,0.21435,0.70506
0.68571,0.22352,0.6927
0.69474,0.23317,0.68042
0.70277,0.24347,0.66846
0.70977,0.25446,0.65687
0.7162,0.26583,0.64529
0.72339,0.27669,0.63258
0.73416,0.28518,0.61618
0.72311,0.28211,0.6305
0.71213,0.27885,0.64429
0.70135,0.27509,0.6576
0.69084,0.2706,0.67046
0.68067,0.26526,0.68288
0.67083,0.25908,0.69489
0.66125,0.2522,0.7065
