-0.89919,0.0616,0.57913
-0.89085,0.064449,0.58488
-0.88426,0.066463,0.59209
-0.87815,0.068187,0.59971
-0.87206,0.069759,0.60738
-0.86581,0.071306,0.61493
-0.85918,0.072914,0.6222
-0.85198,0.074641,0.62904
-0.84413,0.076516,0.63536
-0.83562,0.078546,0.64118
-0.82655,0.080672,0.64659
-0.81709,0.082831,0.6517
-0.80743,0.084934,0.65667
-0.79777,0.086907,0.66168
-0.7883,0.088681,0.66687
-0.77921,0.090175,0.6724
-0.77073,0.091359,0.67845
-0.76308,0.09211,0.68517
-0.75647,0.092376,0.69275
-0.7511,0.0921,0.70135
-0.74707,0.091238,0.71105
-0.74436,0.089767,0.72184
-0.74283,0.087723,0.7336
-0.7422,0.085171,0.74612
-0.74207,0.082242,0.7591
-0.74202,0.079077,0.77217
-0.74158,0.075882,0.78499
-0.74036,0.072831,0.79719
-0.73804,0.07008,0.80855
-0.73441,0.067771,0.81887
-0.72941,0.065941,0.82809
-0.72307,0.06459,0.83624
-0.71556,0.063655,0.84344
-0.70709,0.063034,0.84991
-0.69798,0.062566,0.85586
-0.6885,0.062114,0.86155
-0.67893,0.061566,0.86719
-0.6695,0.060813,0.87299
-0.66034,0.059801,0.87903
-0.6515,0.058514,0.88537
-0.64293,0.056974,0.89198
-0.63453,0.055212,0.89872
-0.62611,0.053316,0.9055
-0.61753,0.051346,0.91218
-0.60869,0.049335,0.91868
-0.59954,0.0473,0.92496
-0.59015,0.045207,0.93109
-0.58067,0.043,0.93717
-0.57128,0.04059,0.94338
-0.5622,0.037891,0.94985
-0.55355,0.034874,0.95673
-0.54541,0.031486,0.96404
-0.53774,0.027769,0.97177
-0.53043,0.02374,0.97983
-0.52333,0.019446,0.98811
-0.51633,0.014959,0.99651
-0.50932,0.010268,1.0049
-0.50221,0.0054506,1.0133
-0.49484,0.00054398,1.0215
-0.487,-0.0043706,1.0294
-0.47843,-0.0091927,1.0367
-0.46894,-0.013843,1.0434
-0.45857,-0.018375,1.0493
-0.44784,-0.022993,1.0551
-0.4377,-0.028064,1.0613
-0.42921,-0.033995,1.069
-0.42309,-0.041049,1.0786
-0.41914,-0.049224,1.09
-0.41603,-0.058045,1.1022
-0.41088,-0.066367,1.1128
-0.41972,-0.052963,1.0956
-0.42005,-0.041821,1.0791
-0.41984,-0.031255,1.0626
-0.42059,-0.020922,1.0459
-0.42192,-0.010917,1.0292
-0.42253,-0.0014366,1.0125
-0.42094,0.0072128,0.99598
-0.41625,0.014939,0.97964
-0.40859,0.021749,0.96352
-0.39909,0.027803,0.94748
-0.38944,0.033412,0.93144
-0.38142,0.038955,0.91523
-0.37638,0.044772,0.89877
-0.37513,0.051031,0.88198
-0.37779,0.057772,0.86487
-0.38397,0.064837,0.84746
-0.39282,0.072004,0.82981
-0.40331,0.078992,0.81197
-0.41432,0.085575,0.79407
-0.42472,0.091581,0.77617
-0.43361,0.09691,0.75836
-0.44028,0.10155,0.74069
-0.44437,0.10551,0.72322
-0.44584,0.10883,0.70593
-0.44493,0.11159,0.68884
-0.44212,0.1138,0.67185
-0.43796,0.11558,0.65497
-0.43296,0.11694,0.63813
-0.42755,0.11794,0.62129
-0.42198,0.11861,0.60445
-0.4163,0.11896,0.58759
-0.41052,0.11895,0.57071
-0.40453,0.1186,0.55382
-0.39821,0.11788,0.53693
-0.3915,0.11678,0.52004
-0.38434,0.11526,0.50316
-0.37672,0.11333,0.4863
-0.36863,0.11095,0.46943
-0.36011,0.10814,0.45257
-0.35129,0.1049,0.43571
-0.34247,0.10126,0.4188
-0.33411,0.097327,0.40184
-0.32694,0.09327,0.38476
-0.32188,0.089258,0.36746
-0.31983,0.085571,0.34993
-0.32161,0.082365,0.33207
-0.32765,0.079696,0.31385
-0.33778,0.077437,0.29529
-0.35119,0.075293,0.27642
-0.36636,0.072848,0.25738
-0.38128,0.069718,0.23829
-0.39371,0.065604,0.21935
-0.40154,0.060359,0.20075
-0.40313,0.053908,0.18264
-0.39765,0.046195,0.16509
-0.3852,0.037083,0.14808
-0.36689,0.026459,0.13148
-0.34465,0.014261,0.11514
-0.32082,0.00062278,0.098808
-0.29764,-0.014092,0.082329
-0.27673,-0.029458,0.065588
-0.25882,-0.045113,0.04854
-0.24397,-0.060887,0.031195
-0.2322,-0.076597,0.01356
-0.22415,-0.09189,-0.004387
-0.22082,-0.10627,-0.022694
-0.22201,-0.1197,-0.041358
-0.22541,-0.13306,-0.06021
-0.23141,-0.14625,-0.079306
-0.24769,-0.13288,-0.071348
-0.26063,-0.11928,-0.060683
-0.27142,-0.10579,-0.048359
-0.28198,-0.092982,-0.036099
-0.29325,-0.081134,-0.024726
-0.30521,-0.070141,-0.014196
-0.31737,-0.059829,-0.0040581
-0.32935,-0.049995,0.0060367
-0.3412,-0.040672,0.016077
-0.35315,-0.031869,0.025842
-0.36556,-0.023677,0.035027
-0.37862,-0.016146,0.043489
-0.39223,-0.0092318,0.051301
-0.40603,-0.0027949,0.058779
-0.41958,0.0033249,0.066352
-0.43245,0.0092959,0.0744
-0.44442,0.015215,0.083156
-0.45551,0.021117,0.092592
-0.46595,0.0269,0.1025
-0.47614,0.032463,0.11254
-0.48648,0.037667,0.12232
-0.49729,0.042408,0.13157
-0.50872,0.046644,0.14016
-0.5207,0.0504,0.14815
-0.53301,0.053746,0.15572
-0.5453,0.056827,0.16323
-0.55722,0.059789,0.17098
-0.56848,0.062735,0.17926
-0.57888,0.065748,0.18822
-0.58842,0.068856,0.19792
-0.59714,0.072036,0.20827
-0.60527,0.07521,0.21909
-0.61303,0.078286,0.23017
-0.62067,0.081182,0.24128
-0.62843,0.083815,0.2522
