-0.97573,-0.15618,0.00066544
-0.97717,-0.16415,0.0068479
-0.97821,-0.17269,0.012175
-0.97876,-0.182,0.016369
-0.97877,-0.19218,0.019287
-0.97825,-0.20315,0.021038
-0.97731,-0.21466,0.021949
-0.97611,-0.22632,0.022527
-0.97487,-0.23773,0.023354
-0.97382,-0.2485,0.024995
-0.97314,-0.25831,0.027911
-0.97298,-0.26696,0.032374
-0.97335,-0.27442,0.038456
-0.97422,-0.28077,0.046045
-0.97546,-0.2862,0.054848
-0.97691,-0.29098,0.064503
-0.97841,-0.29539,0.074574
-0.97981,-0.29971,0.084674
-0.981,-0.30414,0.094525
-0.98191,-0.30887,0.10389
