-1.7035,-0.20107,0.67958
-1.7108,-0.21036,0.67049
-1.7175,-0.21929,0.66071
-1.7239,-0.22799,0.65049
-1.7299,-0.23668,0.64026
-1.7359,-0.24556,0.63042
-1.7418,-0.25483,0.62135
-1.7479,-0.26459,0.61324
-1.7541,-0.27486,0.60615
-1.7604,-0.2856,0.59997
-1.7668,-0.29668,0.59448
-1.7731,-0.30797,0.5894
-1.7791,-0.3193,0.58442
-1.7849,-0.33053,0.57927
-1.7904,-0.34156,0.57372
-1.7954,-0.3523,0.56761
-1.8,-0.36272,0.5609
-1.8043,-0.37284,0.55361
-1.8081,-0.38273,0.54588
-1.8117,-0.3925,0.53792
-1.8151,-0.40226,0.52996
-1.8185,-0.41215,0.52227
-1.8217,-0.42223,0.51497
-1.825,-0.43253,0.50808
-1.8281,-0.44294,0.50143
-1.831,-0.45332,0.49473
-1.8336,-0.46345,0.48756
-1.8358,-0.47314,0.47953
-1.8373,-0.48227,0.47041
-1.8382,-0.49081,0.46017
-1.8386,-0.49889,0.44902
