0.68019,0.29858,-0.21322
0.68435,0.2874,-0.22216
0.68799,0.27567,-0.23056
0.69118,0.2636,-0.23857
0.69411,0.25156,-0.24653
0.69694,0.2399,-0.25472
0.69981,0.22893,-0.2634
0.70281,0.21884,-0.27273
0.70597,0.20966,-0.28274
0.70927,0.2013,-0.29335
0.7126,0.19357,-0.30441
0.71587,0.18622,-0.31571
0.71896,0.17899,-0.32704
0.72178,0.17165,-0.33821
0.72423,0.16401,-0.34905
0.72628,0.15591,-0.35945
0.72792,0.14732,-0.36938
0.72916,0.13827,-0.37886
0.73004,0.12886,-0.38798
0.73065,0.11928,-0.3969
0.73107,0.10974,-0.4058
0.73142,0.10045,-0.41483
0.73172,0.091536,-0.4241
0.73202,0.082999,-0.43365
0.73222,0.074696,-0.44332
0.73222,0.066373,-0.45291
0.73189,0.057679,-0.46213
0.73106,0.048271,-0.47072
0.72964,0.037954,-0.47849
0.72761,0.026698,-0.48541
0.72504,0.0147,-0.49165
